metabolite_id	col	row	cor_cdata	cor_pdata	cor_qdata	genus	id	chemical_name
392	COMPID_62277	571	18	0.220600029322428	6.98225250108971e-07	0.00126574273339754	Anaerostipes	62277	hydroxy-CMPF*
393	COMPID_62277	571	85	-0.172028446489142	0.000117958791530732	0.0377357112859253	Rubrobacter	62277	hydroxy-CMPF*
394	COMPID_62277	571	50	-0.223134008683332	5.1584361041293e-07	0.00107356346104516	Bacillus	62277	hydroxy-CMPF*
395	COMPID_62277	571	24	-0.234441504721296	1.27868689370985e-07	0.000448645858242042	Prevotella	62277	hydroxy-CMPF*
399	COMPID_62526	617	15	0.243020593934654	4.22809107222584e-08	0.000242042636707295	Ruminococcus	62526	lithocholate sulfate (1)
404	COMPID_62526	617	19	0.253514487012628	1.03076201321145e-08	0.000124571025169981	Gemmiger	62526	lithocholate sulfate (1)
405	COMPID_62526	617	26	0.225581351228563	3.83759075826925e-07	0.000891911814767957	Coprococcus	62526	lithocholate sulfate (1)
407	COMPID_62533	3	79	0.16814358860241	0.00016848914031861	0.0465132660258237	Olsenella	62533	(2,4 or 2,5)-dimethylphenol sulfate
408	COMPID_62559	35	41	-0.170307194086629	0.000138277392850941	0.0413085198806478	Clostridium_IV	62559	1-carboxyethylleucine
409	COMPID_62566	36	41	-0.175273908969491	8.70530948113101e-05	0.0311466809751203	Clostridium_IV	62566	1-carboxyethylphenylalanine
410	COMPID_62797	168	67	0.180422782860628	5.31603274881551e-05	0.0230364243037118	Solobacterium	62797	3-ethylcatechol sulfate (2)
412	COMPID_62805	114	41	-0.169909915574897	0.000143412734137014	0.0414911759990369	Clostridium_IV	62805	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*
